"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Sun Feb 11 19:39:04 GMT 2024","Sun Feb 11 19:39:04 GMT 2024","44","","Task60.DeleteUserTest","","Task60.DeleteUserTest","deleteUserWithOnlyRequiredFieldsTest","deleteUserWithOnlyRequiredFieldsTest()","Scenario 2: Delete user with only required fields"
"passed","Sun Feb 11 19:39:04 GMT 2024","Sun Feb 11 19:39:04 GMT 2024","17","","Task70.UploadUserTest","","Task70.UploadUserTest","uploadUserTest","uploadUserTest()","Scenario 1: Update user with all fields"
"passed","Sun Feb 11 19:39:04 GMT 2024","Sun Feb 11 19:39:04 GMT 2024","41","","Task60.DeleteUserTest","","Task60.DeleteUserTest","deleteUserWithAllFieldsTest","deleteUserWithAllFieldsTest()","Scenario 1: Delete user with all fields"
"failed","Sun Feb 11 19:39:04 GMT 2024","Sun Feb 11 19:39:04 GMT 2024","18","","Task70.UploadUserTest","","Task70.UploadUserTest","uploadUserWithoutSexTest","uploadUserWithoutSexTest()","Scenario 3: Update user without sex"
"passed","Sun Feb 11 19:39:04 GMT 2024","Sun Feb 11 19:39:04 GMT 2024","11","","Task40.GetFilteredUsersTest","","Task40.GetFilteredUsersTest","filterUsersByMaleSexTest","filterUsersByMaleSexTest()","Scenario 3: Filter users by sex (Male) parameter"
"failed","Sun Feb 11 19:39:04 GMT 2024","Sun Feb 11 19:39:04 GMT 2024","71","","Task70.UploadUserTest","","Task70.UploadUserTest","uploadUserWithoutNameTest","uploadUserWithoutNameTest()","Scenario 3: Update user without user name"
"failed","Sun Feb 11 19:39:04 GMT 2024","Sun Feb 11 19:39:04 GMT 2024","11","","Task70.UploadUserTest","","Task70.UploadUserTest","uploadUserWithInvalidZipCodeTest","uploadUserWithInvalidZipCodeTest()","Scenario 2: Update user with invalid zip code"
"passed","Sun Feb 11 19:39:04 GMT 2024","Sun Feb 11 19:39:04 GMT 2024","12","","Task40.GetFilteredUsersTest","","Task40.GetFilteredUsersTest","filterUsersYoungerThanTest","filterUsersYoungerThanTest()","Scenario #2: Filter users by younger than parameter"
"passed","Sun Feb 11 19:39:04 GMT 2024","Sun Feb 11 19:39:04 GMT 2024","14","","Task30.CreateUserTest","","Task30.CreateUserTest","createUserWithTheSameNameAndSexTest","createUserWithTheSameNameAndSexTest()","Scenario #4: Create user with the same sex and name"
"passed","Sun Feb 11 19:39:02 GMT 2024","Sun Feb 11 19:39:03 GMT 2024","1321","","Task50.UpdateUserTest","","Task50.UpdateUserTest","updateUserWithoutSexTest","updateUserWithoutSexTest()","Scenario 3: Update user without sex"
"passed","Sun Feb 11 19:39:04 GMT 2024","Sun Feb 11 19:39:04 GMT 2024","22","","Task20.ZipCodesTest","","Task20.ZipCodesTest","addSeveralZipCodesTest","addSeveralZipCodesTest()","Scenario #2: Add several valid Zip Codes"
"passed","Sun Feb 11 19:39:04 GMT 2024","Sun Feb 11 19:39:04 GMT 2024","18","","Task60.DeleteUserTest","","Task60.DeleteUserTest","deleteUserWithoutNameTest","deleteUserWithoutNameTest()","Scenario 3: Delete user without user name"
"failed","Sun Feb 11 19:39:03 GMT 2024","Sun Feb 11 19:39:03 GMT 2024","38","","Task50.UpdateUserTest","","Task50.UpdateUserTest","updateUserWithoutAgeTest","updateUserWithoutAgeTest()","Scenario 3: Update user without age"
